State,Statefips,County,Countyfips,Fips,Year,Total population of area,Public Supply total population served,Public supply total withdrawals,Domestic total self-supplied withdrawals,DO-WDelv ,Industrial self-supplied groundwater withdrawals total,Industrial self-supplied surface-water withdrawals total,Industrial self-supplied total withdrawals total,Irrigation total withdrawals fresh,Irrigation acres irrigated total,Livestock total withdrawals fresh,Aquaculture groundwater withdrawals total,Aquaculture surface-water withdrawals total,Aquaculture total withdrawals total,Mining groundwater withdrawals total,Mining surface-water withdrawals total,Mining total withdrawals total,Thermoelectric groundwater withdrawals total,Thermoelectric surface-water withdrawals total,Thermoelectric total withdrawals total,Thermoelectri total consumptive use total,Thermoelectric once-through groundwater withdrawals total,Thermoelectric once-through surface-water withdrawals total,Thermoelectric once-through total withdrawals,Thermoelectric once-through total consumptive use total,Thermoelectric recirculating groundwater withdrawals total,Thermoelectric recirculating total withdrawals total,Thermoelectric recirculating total consumptive use total,Total groundwater withdrawals total,Total surface-water withdrawals total,Total withdrawals total,Irrigation and Thermoelectric total consumptive use total
MA,25,Hampshire County,15,25015,2015,161.29,127.77,18.09,1.88,9.04,0.04,0.08,0.12,0.56,1.41,0.12,3.59,1.79,5.38,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,14.43,26.36,0.54
MA,25,Middlesex County,17,25017,2015,1585.14,1468.63,70.26,6.76,91.94,1.55,3.72,5.27,3.42,3.88,0.07,0.0,0.0,0.0,0.05,0.6,0.65,0.0,62.97,62.97,1.7,0.0,61.53,61.53,0.62,0.0,1.44,1.08,48.65,100.75,149.4,4.54
MA,25,Nantucket County,19,25019,2015,10.93,8.3,2.0,0.25,1.04,0.0,0.0,0.0,1.2,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.18,3.45,0.23
MA,25,Norfolk County,21,25021,2015,696.02,664.02,35.88,1.86,40.37,0.51,0.29,0.8,1.73,2.05,0.03,0.0,0.01,0.01,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.27,8.25,40.52,1.39
MA,25,Plymouth County,23,25023,2015,510.39,461.34,68.09,2.85,29.61,0.31,0.4,0.71,104.27,14.46,0.04,0.17,0.0,0.17,0.68,0.0,0.68,0.91,383.63,384.54,4.49,0.0,383.63,383.63,3.84,0.91,0.91,0.65,120.46,440.89,561.35,18.97
MA,25,Suffolk County,25,25025,2015,778.12,778.12,0.0,0.0,32.68,0.29,0.29,0.58,0.13,0.16,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.32,0.75,0.11
MA,25,Worcester County,27,25027,2015,818.96,658.82,251.64,8.49,43.41,2.22,1.85,4.07,2.19,3.74,0.2,0.03,0.0,0.03,0.76,0.84,1.6,0.0,0.69,0.69,1.18,0.0,0.0,0.0,0.0,0.0,0.69,1.18,36.9,232.01,268.91,3.26
MI,26,Alcona County,1,26001,2015,10.35,0.6,0.06,0.7,0.74,0.0,0.0,0.0,0.12,0.14,0.07,0.41,4.29,4.7,0.0,0.0,0.0,0.43,0.0,0.43,0.24,0.0,0.0,0.0,0.0,0.43,0.43,0.24,1.76,4.32,6.08,0.34
MI,26,Alger County,3,26003,2015,9.38,4.4,0.41,0.36,0.63,0.28,3.64,3.92,0.03,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,3.64,4.75,0.03
MI,26,Allegan County,5,26005,2015,114.63,33.12,4.03,5.87,7.87,2.31,0.91,3.22,14.7,21.81,2.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.29,8.63,30.92,13.23
MI,26,Alpena County,7,26007,2015,28.8,15.8,2.02,0.94,1.81,0.0,4.4,4.4,0.11,0.12,0.15,0.0,0.0,0.0,0.0,0.36,0.36,0.0,112.88,112.88,0.0,0.0,112.88,112.88,0.0,0.0,0.0,0.0,1.11,119.75,120.86,0.1
MI,26,Antrim County,9,26009,2015,23.15,9.19,1.19,1.0,1.59,0.01,0.0,0.01,9.1,7.07,0.07,0.0,28.92,28.92,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27,29.08,40.35,8.19
MI,26,Arenac County,11,26011,2015,15.26,8.55,42.16,0.48,0.98,0.0,0.0,0.0,0.24,0.27,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,42.32,43.02,0.22
MI,26,Baraga County,13,26013,2015,8.58,4.54,0.51,0.29,0.62,0.0,0.35,0.35,0.01,0.02,0.02,0.0,0.19,0.19,0.0,0.06,0.06,0.0,13.5,13.5,0.14,0.0,13.5,13.5,0.14,0.0,0.0,0.0,0.31,14.62,14.93,0.15
MI,26,Barry County,15,26015,2015,59.31,15.96,1.57,3.12,4.01,0.4,0.27,0.67,3.63,5.87,0.66,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93,1.88,9.81,3.28
MI,26,Bay County,17,26017,2015,105.66,100.46,8.97,0.37,6.5,0.0,2.19,2.19,1.96,3.75,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.77,476.77,3.81,0.0,476.77,476.77,3.81,0.0,0.0,0.0,0.57,489.78,490.35,5.57
MI,26,Benzie County,19,26019,2015,17.46,3.76,0.68,0.99,1.23,0.11,0.0,0.11,0.32,0.64,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.01,2.13,0.29
MI,26,Berrien County,21,26021,2015,154.64,109.04,12.42,3.28,9.48,0.8,0.0,0.8,11.75,16.9,0.14,0.0,0.0,0.0,0.0,0.33,0.33,0.0,2097.04,2097.04,16.78,0.0,2097.04,2097.04,16.78,0.0,0.0,0.0,15.72,2110.04,2125.76,27.35
MI,26,Branch County,23,26023,2015,43.66,18.86,2.77,1.79,3.0,0.02,0.4,0.42,19.01,38.65,0.37,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.99,6.46,24.45,17.1
MI,26,Calhoun County,25,26025,2015,134.31,77.12,12.53,4.12,8.81,3.93,1.23,5.16,6.32,16.62,0.33,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.79,3.86,28.65,5.69
MI,26,Cass County,27,26027,2015,51.66,12.84,1.15,2.79,3.67,0.0,1.09,1.09,30.69,58.22,0.45,0.0,0.01,0.01,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.46,2.99,36.45,27.62
MI,26,Charlevoix County,29,26029,2015,26.24,15.31,2.66,0.79,1.87,10.79,3.81,14.6,0.21,0.42,0.05,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49,5.38,18.87,0.19
MI,26,Cheboygan County,31,26031,2015,25.43,6.31,0.98,1.38,1.76,0.01,0.68,0.69,0.31,0.2,0.05,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.79,3.45,0.28
MI,26,Chippewa County,33,26033,2015,38.03,23.42,2.69,1.05,2.5,0.0,0.83,0.83,0.15,0.28,0.1,0.35,8.88,9.23,0.01,0.33,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,11.81,14.39,0.14
MI,26,Clare County,35,26035,2015,30.55,5.03,1.12,1.84,2.17,0.0,0.34,0.34,0.23,0.38,0.15,0.0,0.01,0.01,0.0,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,0.86,4.17,0.2
MI,26,Clinton County,37,26037,2015,77.39,13.99,1.16,4.57,5.44,0.58,0.0,0.58,2.06,3.55,1.1,0.0,0.0,0.0,0.0,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,2.15,10.01,1.85
MI,26,Crawford County,39,26039,2015,13.8,2.09,0.66,0.84,0.96,0.09,0.0,0.09,0.4,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.11,0.0,0.0,0.0,0.0,0.15,0.15,0.11,1.86,0.28,2.14,0.47
MI,26,Delta County,41,26041,2015,36.38,19.13,2.81,1.24,2.41,0.15,38.08,38.23,0.25,0.48,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.87,0.87,0.01,0.0,0.87,0.87,0.01,0.0,0.0,0.0,1.6,42.1,43.7,0.23
MI,26,Dickinson County,43,26043,2015,25.79,20.96,2.35,0.35,1.65,0.05,21.35,21.4,0.16,0.27,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,21.47,24.34,0.15
MI,26,Eaton County,45,26045,2015,108.8,54.01,2.63,3.95,6.92,0.0,0.0,0.0,0.24,0.63,0.22,0.0,0.0,0.0,0.0,0.28,0.28,0.0,1.29,1.29,0.93,0.0,0.0,0.0,0.0,0.0,1.29,0.93,6.9,1.71,8.61,1.14
MI,26,Emmet County,47,26047,2015,33.16,19.33,3.84,1.0,2.2,0.03,0.0,0.03,0.73,1.0,0.04,0.0,0.0,0.0,0.03,0.14,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,0.27,5.81,0.67
MI,26,Genesee County,49,26049,2015,410.85,286.8,4.22,8.93,27.15,0.02,0.0,0.02,0.34,1.26,0.09,0.0,0.0,0.0,0.0,0.07,0.07,0.1,0.0,0.1,0.07,0.0,0.0,0.0,0.0,0.1,0.1,0.07,13.53,0.24,13.77,0.38
MI,26,Gladwin County,51,26051,2015,25.16,4.72,0.45,1.47,1.75,0.02,0.0,0.02,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.04,2.05,0.0
MI,26,Gogebic County,53,26053,2015,15.43,15.27,1.48,0.01,0.82,0.17,0.0,0.17,0.0,0.0,0.0,0.0,7.3,7.3,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,7.32,8.98,0.0
MI,26,Grand Traverse County,55,26055,2015,91.64,41.46,7.33,3.61,6.44,0.59,0.0,0.59,1.54,4.26,0.06,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46,6.12,13.58,1.38
MI,26,Gratiot County,57,26057,2015,41.54,21.86,1.6,1.42,2.87,0.0,0.0,0.0,6.84,12.47,1.09,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.11,11.21,6.16
MI,26,Hillsdale County,59,26059,2015,45.94,14.28,2.01,2.28,3.18,0.37,0.0,0.37,3.66,12.71,0.41,0.0,0.0,0.0,0.0,0.51,0.51,1.08,0.0,1.08,0.65,0.0,0.0,0.0,0.0,1.08,1.08,0.65,9.16,1.16,10.32,3.95
MI,26,Houghton County,61,26061,2015,36.38,28.87,3.87,0.54,2.35,0.0,0.0,0.0,0.03,0.12,0.03,0.0,0.0,0.0,0.01,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.1,4.55,0.03
MI,26,Huron County,63,26063,2015,31.88,16.83,2.58,1.08,2.02,0.0,0.0,0.0,0.78,2.43,2.26,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,2.85,6.78,0.7
MI,26,Ingham County,65,26065,2015,286.09,281.0,26.09,0.37,18.27,0.09,0.0,0.09,0.62,0.97,0.29,0.0,0.0,0.0,0.0,0.39,0.39,0.0,75.25,75.25,10.49,0.0,75.25,75.25,10.49,0.0,0.0,0.0,27.29,75.81,103.1,11.05
MI,26,Ionia County,67,26067,2015,64.22,28.7,4.99,2.56,4.28,0.04,0.0,0.04,1.77,4.9,1.49,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86,1.22,11.08,1.6
MI,26,Iosco County,69,26069,2015,25.35,14.58,1.2,0.77,1.68,0.06,0.04,0.1,0.32,0.22,0.11,0.0,0.01,0.01,0.22,0.18,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.44,2.91,0.29
MI,26,Iron County,71,26071,2015,11.35,11.3,1.26,0.0,0.71,0.0,0.0,0.0,0.09,0.32,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.04,1.37,0.09
MI,26,Isabella County,73,26073,2015,70.7,41.68,3.01,2.09,4.65,0.0,0.0,0.0,8.23,8.46,0.39,0.0,0.0,0.0,0.0,1.15,1.15,0.07,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.07,0.07,0.05,12.6,2.34,14.94,7.46
MI,26,Jackson County,75,26075,2015,159.49,85.77,10.84,5.31,10.74,0.61,0.0,0.61,5.49,5.92,0.43,0.0,0.01,0.01,0.09,0.76,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,2.08,23.54,4.93
MI,26,Kalamazoo County,77,26077,2015,260.26,210.36,24.35,3.59,16.16,20.17,4.1,24.27,15.65,36.6,0.41,0.0,0.0,0.0,0.0,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.31,7.75,69.06,14.08
MI,26,Kalkaska County,79,26079,2015,17.26,2.05,0.41,1.1,1.22,0.0,0.0,0.0,4.76,4.03,0.01,0.01,0.0,0.01,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22,1.1,6.32,4.29
MI,26,Kent County,81,26081,2015,636.37,498.5,9.01,9.93,41.71,0.56,0.5,1.06,6.23,11.16,0.44,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.34,0.34,0.3,0.0,0.0,0.0,0.0,0.0,0.34,0.3,24.66,3.1,27.76,5.91
MI,26,Keweenaw County,83,26083,2015,2.17,0.4,0.05,0.13,0.16,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.21,0.01
MI,26,Lake County,85,26085,2015,11.42,1.2,0.26,0.74,0.82,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.43,1.46,0.0
MI,26,Lapeer County,87,26087,2015,88.37,19.85,0.4,4.93,6.17,0.19,0.0,0.19,0.32,1.21,0.23,0.0,0.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,1.2,7.05,0.29
MI,26,Leelanau County,89,26089,2015,21.98,4.97,0.5,1.22,1.55,0.42,0.04,0.46,1.62,2.47,0.03,0.0,0.0,0.0,0.04,0.18,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.34,4.05,1.45
MI,26,Lenawee County,91,26091,2015,98.57,49.76,6.1,3.51,6.52,0.47,0.01,0.48,1.21,5.02,0.53,0.0,0.0,0.0,0.05,0.22,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,4.92,12.1,1.09
MI,26,Livingston County,93,26093,2015,187.32,53.56,6.92,9.63,12.82,0.15,0.5,0.65,1.16,1.7,0.14,0.0,0.0,0.0,0.77,2.47,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26,3.48,21.74,1.04
MI,26,Luce County,95,26095,2015,6.42,3.45,0.5,0.21,0.42,0.05,0.0,0.05,1.2,1.48,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,1.97,1.08
MI,26,Mackinac County,97,26097,2015,10.89,3.47,1.29,0.53,0.76,0.01,9.61,9.62,0.05,0.05,0.05,0.0,0.0,0.0,0.0,1.12,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,12.07,12.66,0.05
MI,26,Macomb County,99,26099,2015,864.84,822.96,3.97,3.02,58.6,0.04,0.0,0.04,1.75,3.46,0.1,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,4.42,8.99,1.57
MI,26,Manistee County,101,26101,2015,24.46,10.2,1.54,1.03,1.7,0.53,25.91,26.44,1.52,2.89,0.02,0.0,0.0,0.0,0.0,0.56,0.56,0.19,0.96,1.15,0.92,0.0,0.0,0.0,0.0,0.19,1.15,0.92,4.44,27.82,32.26,2.28
MI,26,Marquette County,103,26103,2015,67.22,47.29,5.16,1.43,4.34,0.28,18.33,18.61,0.17,0.25,0.02,0.0,0.0,0.0,8.59,34.45,43.04,0.0,194.06,194.06,1.55,0.0,194.06,194.06,1.55,0.0,0.0,0.0,13.16,249.33,262.49,1.7
MI,26,Mason County,105,26105,2015,28.78,11.11,2.45,1.27,2.08,0.56,24.17,24.73,2.96,4.73,0.19,0.0,0.0,0.0,0.01,1.45,1.46,0.0,1.17,1.17,0.84,0.0,0.0,0.0,0.0,0.0,1.17,0.84,4.27,29.96,34.23,3.51
MI,26,Mecosta County,107,26107,2015,43.07,12.03,1.27,2.23,2.98,0.95,0.0,0.95,10.88,17.19,0.46,0.0,0.0,0.0,0.01,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,0.91,15.84,9.79
MI,26,Menominee County,109,26109,2015,23.55,10.85,1.07,0.91,1.54,0.0,1.31,1.31,0.02,0.05,0.3,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,2.29,3.65,0.02
MI,26,Midland County,111,26111,2015,83.63,62.55,0.14,1.52,6.57,0.0,3.86,3.86,0.22,1.01,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.43,0.0,0.0,0.0,0.0,0.0,0.96,0.43,1.96,4.9,6.86,0.62
MI,26,Missaukee County,113,26113,2015,14.9,1.58,0.38,0.96,1.07,0.0,0.0,0.0,4.5,8.47,0.61,0.0,0.0,0.0,0.0,0.17,0.17,0.35,0.0,0.35,0.13,0.0,0.0,0.0,0.0,0.35,0.35,0.13,6.17,0.8,6.97,4.18
MI,26,Monroe County,115,26115,2015,149.57,121.79,9.27,2.0,11.83,10.78,0.0,10.78,1.96,6.85,0.07,0.0,0.02,0.02,4.58,0.0,4.58,0.14,1790.62,1790.76,33.52,0.14,1741.26,1741.4,14.27,0.0,49.36,19.25,18.9,1800.54,1819.44,35.28
MI,26,Montcalm County,117,26117,2015,62.95,18.91,3.06,3.17,4.4,0.0,13.42,13.42,36.13,55.04,0.5,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.43,17.12,56.55,32.51
MI,26,Montmorency County,119,26119,2015,9.26,1.08,0.12,0.59,0.66,0.0,0.0,0.0,0.17,0.18,0.03,0.0,0.0,0.0,0.03,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,1.0,0.16
MI,26,Muskegon County,121,26121,2015,172.79,110.91,16.08,4.46,10.91,2.16,6.84,9.0,2.55,5.78,0.22,0.0,0.0,0.0,0.0,0.46,0.46,0.01,229.78,229.79,1.84,0.01,229.78,229.79,1.84,0.0,0.0,0.0,10.29,252.27,262.56,4.14
MI,26,Newaygo County,123,26123,2015,47.95,10.05,1.87,2.73,3.45,0.0,0.0,0.0,4.41,8.97,0.57,0.1,0.38,0.48,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,1.06,10.1,3.97
MI,26,Oakland County,125,26125,2015,1242.3,1024.64,19.11,15.67,77.92,1.3,1.55,2.85,3.94,4.51,0.04,0.0,0.0,0.0,0.93,7.25,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.43,10.36,49.79,3.55
MI,26,Oceana County,127,26127,2015,26.11,5.14,1.16,1.51,1.82,0.28,0.0,0.28,4.95,12.62,0.29,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,0.93,8.28,4.46
MI,26,Ogemaw County,129,26129,2015,20.94,2.81,0.38,1.31,1.48,0.0,0.0,0.0,0.22,0.36,0.29,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.42,2.52,0.2
MI,26,Ontonagon County,131,26131,2015,6.01,4.07,0.44,0.14,0.37,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.38,0.61,0.0
MI,26,Osceola County,133,26133,2015,23.06,5.25,1.37,1.28,1.59,0.45,0.0,0.45,0.68,1.92,0.33,0.0,0.0,0.0,0.18,0.14,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.3,4.43,0.61
MI,26,Oscoda County,135,26135,2015,8.25,0.88,0.07,0.53,0.58,0.0,0.0,0.0,0.21,0.43,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.11,0.87,0.19
MI,26,Otsego County,137,26137,2015,24.25,4.31,1.11,1.44,1.72,0.0,0.0,0.0,1.94,1.59,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,4.51,1.74
MI,26,Ottawa County,139,26139,2015,279.96,204.97,88.23,5.4,18.19,0.32,0.91,1.23,8.47,14.62,1.18,0.03,0.0,0.03,0.0,0.31,0.31,3.09,713.98,717.07,7.26,1.18,713.98,715.16,5.91,1.91,1.91,1.35,15.08,806.84,821.92,14.88
MI,26,Presque Isle County,141,26141,2015,12.84,4.9,0.46,0.57,0.88,0.0,24.61,24.61,0.23,1.1,0.08,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,25.39,26.66,0.2
MI,26,Roscommon County,143,26143,2015,23.9,1.93,0.28,1.58,1.73,0.0,0.0,0.0,0.26,0.29,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.9,2.94,0.23
MI,26,Saginaw County,145,26145,2015,193.31,173.98,0.42,1.39,11.99,0.0,0.0,0.0,1.78,1.88,0.18,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.32,3.79,1.59
MI,26,St. Clair County,147,26147,2015,159.88,124.73,137.89,2.53,10.5,0.0,14.18,14.18,0.28,0.63,0.14,0.0,0.0,0.0,0.0,0.22,0.22,0.0,1224.64,1224.64,9.3,0.0,1224.64,1224.64,9.3,0.0,0.0,0.0,3.11,1376.77,1379.88,9.55
MI,26,St. Joseph County,149,26149,2015,61.02,31.04,3.25,2.16,4.05,1.26,0.25,1.51,49.03,89.87,0.38,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.37,10.01,56.38,44.13
MI,26,Sanilac County,151,26151,2015,41.48,19.14,1.56,1.61,2.91,0.33,0.0,0.33,0.97,3.88,1.14,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.88,5.98,0.87
MI,26,Schoolcraft County,153,26153,2015,8.17,4.17,0.35,0.29,0.58,0.0,0.0,0.0,0.17,0.19,0.01,0.0,0.0,0.0,0.05,3.12,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,3.57,3.99,0.15
MI,26,Shiawassee County,155,26155,2015,68.62,31.81,2.89,2.65,4.5,0.0,0.02,0.02,0.22,1.37,0.3,0.0,0.02,0.02,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,0.64,6.51,0.2
MI,26,Tuscola County,157,26157,2015,53.78,15.0,1.89,2.79,3.71,0.0,0.0,0.0,3.7,5.72,0.36,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01,2.99,9.0,3.32
MI,26,Van Buren County,159,26159,2015,75.08,26.4,3.55,3.51,5.02,0.99,0.0,0.99,17.31,37.09,0.25,0.01,5.69,5.7,0.0,0.0,0.0,0.0,124.9,124.9,21.63,0.0,0.0,0.0,0.0,0.0,124.9,21.63,23.11,133.1,156.21,37.2
MI,26,Washtenaw County,161,26161,2015,358.88,292.08,18.36,4.81,24.04,0.76,0.72,1.48,2.82,4.1,0.21,0.03,1.74,1.77,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,15.9,30.3,2.53
MI,26,Wayne County,163,26163,2015,1759.34,1758.67,466.55,0.05,127.57,0.01,222.94,222.95,0.96,2.16,0.02,0.0,0.0,0.0,0.13,1.98,2.11,0.0,736.99,736.99,6.09,0.0,736.99,736.99,6.09,0.0,0.0,0.0,0.57,1429.06,1429.63,6.94
MI,26,Wexford County,165,26165,2015,33.0,13.62,2.65,1.4,2.21,0.01,0.0,0.01,1.97,2.97,0.06,0.12,14.89,15.01,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,14.96,21.14,1.77
MN,27,Aitkin County,1,27001,2015,15.7,3.19,0.27,0.88,0.97,0.0,0.0,0.0,4.1,7.57,0.14,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,4.08,5.41,2.88
