STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-Wtotl,DO-SSPop,DO-WGWFr,DO-WSWFr,DO-WFrTo,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WDelv ,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-Wtotl,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot,IG-WGWFr,IG-WSWFr,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrSpr,IG-IrMic,IG-IrSur,IG-IrTot,LI-WGWFr,LI-WSWFr,LI-WFrTo,AQ-WGWFr,AQ-WGWSa,AQ-WGWTo,AQ-WSWFr,AQ-WSWSa,AQ-WSWTo,AQ-WFrTo,AQ-WSaTo,AQ-Wtotl,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-Wtotl,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PO-WGWFr,PO-WGWSa,PO-WGWTo,PO-WSWFr,PO-WSWSa,PO-WSWTo,PO-WFrTo,PO-WSaTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUsFr,PO-CUsSa,PO-CUTot,PO-Power,PC-WGWFr,PC-WGWSa,PC-WGWTo,PC-WSWFr,PC-WSWSa,PC-WSWTo,PC-WFrTo,PC-WSaTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUsFr,PC-CUsSa,PC-CUTot,PC-Power,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-Wtotl,TO-CUsFrPartial,TO-CUsSaPartial,TO-CUTotPartial
OH,39,Champaign County,21,39021,2015,38.99,18.76,0.00,18.76,2.49,0.00,2.49,0.00,0.00,0.00,2.49,0.00,2.49,20.23,1.49,0.03,1.52,75.00,1.12,60.00,2.64,0.81,0.00,0.81,0.00,0.00,0.00,0.81,0.00,0.81,1.08,0.07,1.15,0.00,1.03,3.80,0.07,0.00,3.87,1.04,0.00,1.04,0.00,0.93,3.64,0.07,0.00,3.71,0.04,0.07,0.11,0.00,0.10,0.16,0.00,0.00,0.16,0.05,0.12,0.17,0.97,--,0.97,1.18,--,1.18,2.15,--,2.15,0.53,0.00,0.53,0.00,0.00,0.00,0.53,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,7.42,0.00,7.42,1.40,0.00,1.40,8.82,0.00,8.82,1.03,0.00,1.03
OH,39,Clark County,23,39023,2015,135.96,96.22,0.00,96.22,16.17,0.00,16.17,0.00,0.00,0.00,16.17,0.00,16.17,39.74,2.92,0.06,2.98,75.00,11.32,118.00,14.30,0.05,0.00,0.05,0.00,0.00,0.00,0.05,0.00,0.05,1.66,3.07,4.73,0.00,4.24,1.94,0.16,0.00,2.10,1.38,3.03,4.41,0.00,3.96,1.46,0.16,0.00,1.62,0.28,0.04,0.32,0.00,0.28,0.48,0.00,0.00,0.48,0.05,0.19,0.24,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.29,0.00,0.29,0.00,0.00,0.00,0.29,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,21.14,0.00,21.14,3.32,0.00,3.32,24.46,0.00,24.46,4.24,0.00,4.24
OH,39,Clermont County,25,39025,2015,201.97,58.86,117.09,175.95,14.70,0.00,14.70,3.76,0.00,3.76,18.46,0.00,18.46,26.03,1.91,0.04,1.95,75.00,12.00,68.00,13.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.17,0.00,0.15,0.69,0.03,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.15,0.03,0.00,0.18,0.06,0.11,0.17,0.00,0.15,0.54,0.00,0.00,0.54,0.02,0.04,0.06,0.00,--,0.00,0.01,--,0.01,0.01,--,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.35,0.00,2.35,25.15,0.00,25.15,27.50,0.00,27.50,--,0.00,6.13,0.00,6.13,5937.00,0.20,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.20,--,0.00,0.00,0.00,0.00,0.00,2.15,0.00,2.15,25.15,0.00,25.15,27.30,0.00,27.30,--,0.00,6.13,0.00,6.13,5937.00,19.04,0.00,19.04,29.11,0.00,29.11,48.15,0.00,48.15,6.28,0.00,6.28
OH,39,Clinton County,27,39027,2015,41.92,4.35,17.00,21.35,0.24,0.00,0.24,0.64,0.00,0.64,0.88,0.00,0.88,20.57,1.51,0.03,1.54,75.00,0.68,32.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.00,0.08,0.18,0.01,0.00,0.19,0.09,0.00,0.09,0.00,0.08,0.06,0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.12,0.02,0.12,0.14,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.32,0.00,0.32,0.00,0.00,0.00,0.32,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,2.18,0.00,2.18,0.79,0.00,0.79,2.97,0.00,2.97,0.08,0.00,0.08
OH,39,Columbiana County,29,39029,2015,104.81,16.63,41.06,57.69,2.65,0.00,2.65,6.53,0.00,6.53,9.18,0.00,9.18,47.12,3.46,0.07,3.53,75.00,6.43,111.00,9.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.23,0.60,0.04,0.00,0.64,0.00,0.22,0.22,0.00,0.20,0.22,0.04,0.00,0.26,0.00,0.03,0.03,0.00,0.03,0.38,0.00,0.00,0.38,0.16,0.30,0.46,0.00,--,0.00,0.01,--,0.01,0.01,--,0.01,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,6.27,0.00,6.27,7.31,0.00,7.31,13.58,0.00,13.58,0.23,0.00,0.23
OH,39,Coshocton County,31,39031,2015,36.57,14.84,0.00,14.84,6.59,0.00,6.59,0.00,0.00,0.00,6.59,0.00,6.59,21.73,1.60,0.03,1.63,75.00,2.77,187.00,4.40,9.06,0.00,9.06,0.00,0.00,0.00,9.06,0.00,9.06,0.29,0.07,0.36,0.00,0.32,0.63,0.09,0.00,0.72,0.18,0.07,0.25,0.00,0.23,0.49,0.09,0.00,0.58,0.11,0.00,0.11,0.00,0.09,0.14,0.00,0.00,0.14,0.12,0.27,0.39,3.43,--,3.43,2.15,--,2.15,5.58,--,5.58,0.26,0.00,0.26,0.00,0.00,0.00,0.26,0.00,0.26,1.62,0.00,1.62,13.46,0.00,13.46,15.08,0.00,15.08,--,0.00,6.79,0.00,6.79,5168.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,1.62,0.00,1.62,13.46,0.00,13.46,15.08,0.00,15.08,--,0.00,6.79,0.00,6.79,5168.27,22.97,0.00,22.97,15.98,0.00,15.98,38.95,0.00,38.95,7.11,0.00,7.11
OH,39,Crawford County,33,39033,2015,42.31,4.74,23.55,28.29,0.00,0.00,0.00,2.41,0.00,2.41,2.41,0.00,2.41,14.01,1.03,0.02,1.05,75.00,1.52,54.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.22,0.01,0.00,0.23,0.00,0.06,0.06,0.00,0.06,0.06,0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.16,0.04,0.23,0.27,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,1.66,0.00,1.66,0.00,0.00,0.00,1.66,0.00,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,2.73,0.00,2.73,2.72,0.00,2.72,5.45,0.00,5.45,0.06,0.00,0.06
OH,39,Cuyahoga County,35,39035,2015,1255.92,0.05,1255.87,1255.92,0.00,0.00,0.00,222.45,0.00,222.45,222.45,0.00,222.45,0.00,0.00,0.00,0.00,N/A,88.98,71.00,88.98,0.15,0.00,0.15,92.32,0.00,92.32,92.47,0.00,92.47,0.09,0.37,0.46,0.00,0.42,1.46,0.02,0.00,1.48,0.00,0.04,0.04,0.00,0.04,0.12,0.02,0.00,0.14,0.09,0.33,0.42,0.00,0.38,1.34,0.00,0.00,1.34,0.01,0.00,0.01,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,41.01,0.00,41.01,41.01,0.00,41.01,--,0.00,0.20,0.00,0.20,61.81,0.00,0.00,0.00,41.01,0.00,41.01,41.01,0.00,41.01,--,0.00,0.20,0.00,0.20,61.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,356.16,0.00,356.16,356.41,0.00,356.41,0.62,0.00,0.62
OH,39,Darke County,37,39037,2015,52.08,10.10,13.22,23.32,1.39,0.00,1.39,1.61,0.00,1.61,3.00,0.00,3.00,28.76,2.11,0.04,2.15,75.00,2.10,90.00,4.25,0.33,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.33,0.07,0.05,0.12,0.00,0.12,1.08,0.16,0.00,1.24,0.03,0.00,0.03,0.00,0.03,0.90,0.16,0.00,1.06,0.04,0.05,0.09,0.00,0.09,0.18,0.00,0.00,0.18,0.90,0.89,1.79,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,1.97,0.00,1.97,0.00,0.00,0.00,1.97,0.00,1.97,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,--,0.00,0.01,0.00,0.01,42.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,--,0.00,0.01,0.00,0.01,42.38,6.78,0.00,6.78,2.59,0.00,2.59,9.37,0.00,9.37,0.13,0.00,0.13
OH,39,Defiance County,39,39039,2015,38.35,5.26,19.40,24.66,0.38,0.00,0.38,3.02,0.00,3.02,3.40,0.00,3.40,13.70,1.01,0.02,1.03,75.00,0.85,34.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.00,0.13,0.14,0.01,0.00,0.15,0.12,0.00,0.12,0.00,0.11,0.04,0.01,0.00,0.05,0.00,0.02,0.02,0.00,0.02,0.10,0.00,0.00,0.10,0.04,0.15,0.19,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,5.35,0.00,5.35,0.00,0.00,0.00,5.35,0.00,5.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,6.90,0.00,6.90,3.21,0.00,3.21,10.11,0.00,10.11,0.13,0.00,0.13
OH,39,Delaware County,41,39041,2015,193.01,0.00,182.42,182.42,2.18,0.00,2.18,17.48,0.00,17.48,19.66,0.00,19.66,10.60,0.78,0.02,0.80,76.00,14.74,81.00,15.54,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.57,0.60,1.17,0.00,1.04,1.50,0.12,0.00,1.62,0.22,0.40,0.62,0.00,0.55,0.70,0.12,0.00,0.82,0.35,0.20,0.55,0.00,0.49,0.80,0.00,0.00,0.80,0.04,0.08,0.12,0.00,--,0.00,0.02,--,0.02,0.02,--,0.02,2.10,0.00,2.10,0.00,0.00,0.00,2.10,0.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,5.68,0.00,5.68,18.20,0.00,18.20,23.88,0.00,23.88,1.04,0.00,1.04
OH,39,Erie County,43,39043,2015,75.55,1.36,74.19,75.55,0.10,0.00,0.10,11.89,0.00,11.89,11.99,0.00,11.99,0.00,0.00,0.00,0.00,N/A,3.24,43.00,3.24,2.09,0.00,2.09,7.02,0.00,7.02,9.11,0.00,9.11,0.00,6.95,6.95,0.00,6.25,0.62,0.05,0.00,0.67,0.00,3.38,3.38,0.00,3.04,0.30,0.05,0.00,0.35,0.00,3.57,3.57,0.00,3.21,0.32,0.00,0.00,0.32,0.02,0.02,0.04,3.30,--,3.30,4.30,--,4.30,7.60,--,7.60,0.88,0.00,0.88,0.10,0.00,0.10,0.98,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,6.39,0.00,6.39,30.28,0.00,30.28,36.67,0.00,36.67,6.25,0.00,6.25
OH,39,Fairfield County,45,39045,2015,151.41,90.95,0.00,90.95,9.20,0.00,9.20,0.00,0.00,0.00,9.20,0.00,9.20,60.46,4.44,0.09,4.53,75.00,3.22,35.00,7.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.09,0.37,0.00,0.34,0.57,0.05,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.29,0.05,0.00,0.34,0.28,0.09,0.37,0.00,0.34,0.28,0.00,0.00,0.28,0.05,0.18,0.23,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,13.97,0.00,13.97,0.36,0.00,0.36,14.33,0.00,14.33,0.34,0.00,0.34
OH,39,Fayette County,47,39047,2015,28.68,2.54,14.10,16.64,0.56,0.00,0.56,1.43,0.00,1.43,1.99,0.00,1.99,12.04,0.88,0.02,0.90,75.00,1.21,73.00,2.11,1.28,0.00,1.28,0.00,0.00,0.00,1.28,0.00,1.28,0.01,0.03,0.04,0.00,0.03,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.03,0.04,0.00,0.03,0.02,0.00,0.00,0.02,0.02,0.09,0.11,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,2.75,0.00,2.75,1.57,0.00,1.57,4.32,0.00,4.32,0.03,0.00,0.03
OH,39,Franklin County,49,39049,2015,1251.72,52.03,1192.69,1244.72,25.24,0.00,25.24,130.58,0.00,130.58,155.82,0.00,155.82,7.00,0.51,0.01,0.52,74.00,63.89,51.00,64.41,0.46,0.00,0.46,0.00,0.00,0.00,0.46,0.00,0.46,0.94,0.66,1.60,0.00,1.43,1.62,0.04,0.00,1.66,0.35,0.24,0.59,0.00,0.53,0.22,0.04,0.00,0.26,0.59,0.42,1.01,0.00,0.90,1.40,0.00,0.00,1.40,0.01,0.02,0.03,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,29.73,0.00,29.73,0.00,0.00,0.00,29.73,0.00,29.73,0.15,0.00,0.15,0.00,0.00,0.00,0.15,0.00,0.15,--,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.00,0.00,0.00,0.15,0.00,0.15,--,0.01,0.00,0.00,0.00,0.00,57.04,0.00,57.04,131.27,0.00,131.27,188.31,0.00,188.31,1.43,0.00,1.43
OH,39,Fulton County,51,39051,2015,42.54,1.51,23.16,24.67,0.17,0.00,0.17,2.37,0.00,2.37,2.54,0.00,2.54,17.87,1.31,0.03,1.34,75.00,0.46,19.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.06,0.56,0.07,0.00,0.63,0.00,0.03,0.03,0.00,0.03,0.42,0.07,0.00,0.49,0.00,0.04,0.04,0.00,0.03,0.14,0.00,0.00,0.14,0.05,0.36,0.41,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,1.53,0.00,1.53,2.83,0.00,2.83,4.36,0.00,4.36,0.06,0.00,0.06
OH,39,Gallia County,53,39053,2015,30.14,29.72,0.00,29.72,3.47,0.00,3.47,0.00,0.00,0.00,3.47,0.00,3.47,0.42,0.03,0.00,0.03,71.00,2.26,76.00,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.14,0.02,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.04,0.12,0.16,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,0.00,1.76,964.24,0.00,964.24,966.00,0.00,966.00,--,0.00,64.75,0.00,64.75,17852.66,0.00,0.00,0.00,886.15,0.00,886.15,886.15,0.00,886.15,--,0.00,8.86,0.00,8.86,3681.04,1.76,0.00,1.76,78.09,0.00,78.09,79.85,0.00,79.85,--,0.00,55.89,0.00,55.89,14171.62,5.30,0.00,5.30,964.36,0.00,964.36,969.66,0.00,969.66,64.75,0.00,64.75
OH,39,Geauga County,55,39055,2015,94.10,19.15,3.00,22.15,1.45,0.00,1.45,0.00,0.00,0.00,1.45,0.00,1.45,71.95,5.29,0.11,5.40,75.00,0.44,20.00,5.84,0.10,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.10,0.08,0.40,0.48,0.00,0.43,0.76,0.05,0.00,0.81,0.06,0.25,0.31,0.00,0.28,0.26,0.05,0.00,0.31,0.02,0.15,0.17,0.00,0.15,0.50,0.00,0.00,0.50,0.13,0.14,0.27,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,1.02,0.00,1.02,0.00,0.00,0.00,1.02,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,8.07,0.00,8.07,0.65,0.00,0.65,8.72,0.00,8.72,0.43,0.00,0.43
OH,39,Greene County,57,39057,2015,164.43,118.88,2.04,120.92,8.98,0.00,8.98,0.00,0.00,0.00,8.98,0.00,8.98,43.51,3.20,0.07,3.27,75.00,7.18,59.00,10.45,0.54,0.00,0.54,0.11,0.00,0.11,0.65,0.00,0.65,1.56,0.42,1.98,0.00,1.77,0.59,0.37,0.00,0.96,1.53,0.37,1.90,0.00,1.70,0.25,0.37,0.00,0.62,0.03,0.05,0.08,0.00,0.07,0.34,0.00,0.00,0.34,0.02,0.08,0.10,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.08,0.00,0.08,1.76,0.00,1.76,1.84,0.00,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,14.38,0.00,14.38,2.44,0.00,2.44,16.82,0.00,16.82,1.77,0.00,1.77
OH,39,Guernsey County,59,39059,2015,39.26,5.52,24.68,30.19,1.59,0.00,1.59,3.86,0.00,3.86,5.45,0.00,5.45,9.07,0.67,0.01,0.68,75.00,3.49,116.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.19,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.02,0.02,0.00,0.02,0.16,0.00,0.00,0.16,0.04,0.16,0.20,0.00,--,0.00,1.16,--,1.16,1.16,--,1.16,0.00,0.00,0.00,0.73,0.00,0.73,0.73,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,2.30,0.00,2.30,5.94,0.00,5.94,8.24,0.00,8.24,0.02,0.00,0.02
OH,39,Hamilton County,61,39061,2015,807.60,48.20,754.46,802.66,6.38,0.00,6.38,108.37,0.00,108.37,114.75,0.00,114.75,4.94,0.36,0.01,0.37,75.00,45.90,57.00,46.27,23.84,0.00,23.84,0.00,0.00,0.00,23.84,0.00,23.84,0.14,0.14,0.28,0.00,0.25,1.76,0.04,0.00,1.80,0.07,0.01,0.08,0.00,0.07,0.20,0.04,0.00,0.24,0.07,0.13,0.20,0.00,0.18,1.56,0.00,0.00,1.56,0.01,0.01,0.02,0.00,--,0.00,8.13,--,8.13,8.13,--,8.13,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.00,0.08,0.34,0.00,0.34,93.25,0.00,93.25,93.59,0.00,93.59,--,0.00,16.43,0.00,16.43,6604.00,0.26,0.00,0.26,70.87,0.00,70.87,71.13,0.00,71.13,--,0.00,0.71,0.00,0.71,371.00,0.08,0.00,0.08,22.38,0.00,22.38,22.46,0.00,22.46,--,0.00,15.72,0.00,15.72,6233.00,31.07,0.00,31.07,209.99,0.00,209.99,241.06,0.00,241.06,16.68,0.00,16.68
OH,39,Hancock County,63,39063,2015,75.57,2.94,46.66,49.60,0.20,0.00,0.20,11.08,0.00,11.08,11.28,0.00,11.28,25.98,1.91,0.04,1.95,75.00,3.95,80.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.00,0.13,0.34,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.09,0.06,0.15,0.00,0.13,0.32,0.00,0.00,0.32,0.02,0.07,0.09,0.01,--,0.01,0.00,--,0.00,0.01,--,0.01,1.65,0.00,1.65,0.00,0.00,0.00,1.65,0.00,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,3.88,0.00,3.88,11.25,0.00,11.25,15.13,0.00,15.13,0.13,0.00,0.13
OH,39,Hardin County,65,39065,2015,31.68,18.67,0.00,18.67,2.23,0.00,2.23,0.00,0.00,0.00,2.23,0.00,2.23,13.01,0.96,0.02,0.98,75.00,1.34,72.00,2.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.07,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.38,0.07,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.07,0.54,0.61,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,1.42,0.00,1.42,0.00,0.00,0.00,1.42,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,4.68,0.00,4.68,0.56,0.00,0.56,5.24,0.00,5.24,0.00,0.00,0.00
